AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
Chrompet,1114,64,1.0,1.0,3,Family,Yes,House,NoSewr ,Gravel,RL,2.9,4.5,3.0,3.57,136336,9738300
Anna Nagar,1890,54,2.0,1.0,5,AbNormal,Yes,House,NoSewr ,Gravel,RH,3.9,4.6,5.0,4.515,214135,13383450
KK Nagar,2363,64,4.0,2.0,6,Normal Sale,No,House,AllPub,Paved,RL,3.3,3.9,3.8,3.68,286822,11472860
Velachery,1527,17,2.0,1.0,4,Family,No,Commercial,AllPub,No Access,RH,4.2,3.5,5.0,4.13,121484,12148390
KK Nagar,2193,35,3.0,2.0,5,AdjLand,Yes,Others,NoSeWa,Paved,RM,3.3,4.1,3.9,3.78,310315,13491940
Adyar,1206,142,2.0,2.0,4,Family,Yes,Others,NoSewr ,No Access,I,3.3,3.9,2.0,2.77,112537,9378105
Chrompet,728,149,1.0,1.0,2,Partial,Yes,House,ELO,Gravel,RH,4.7,4.6,4.9,4.72,53941,7705900
Chrompet,1231,23,2.0,1.0,4,Family,Yes,House,NoSeWa,No Access,RL,4.6,4.1,4.9,4.49,28620,9540150
Velachery,1735,182,2.0,1.0,4,AbNormal,Yes,Commercial,NoSeWa,Paved,RH,3.2,4.2,2.6,3.47,195002,15000180
Karapakkam,1266,0,1.0,1.0,3,Partial,Yes,House,NoSeWa,No Access,RH,3.1,3.1,3.8,3.38,156435,6801500
Velachery,1977,93,3.0,2.0,5,Normal Sale,No,House,ELO,No Access,I,2.0,4.2,3.1,3.32,148756,7829240
T Nagar,1915,4,2.0,1.0,5,Family,Yes,House,ELO,No Access,RM,4.4,2.7,3.0,3.345,228897,13464510
Chrompet,1295,126,2.0,1.0,4,Partial,Yes,Others,NoSeWa,Gravel,RM,4.9,2.7,2.2,3.21,173301,11553400
Chrompet,749,55,1.0,1.0,2,AbNormal,No,Commercial,NoSeWa,No Access,RL,4.2,3.6,4.6,4.08,124074,9544150
T Nagar,1884,77,2.0,1.0,5,AbNormal,Yes,Commercial,ELO,No Access,RH,4.0,2.2,3.3,3.235,389456,20497670
KK Nagar,1361,60,2.0,1.0,4,AbNormal,Yes,Others,NoSeWa,Gravel,RL,3.9,3.4,4.9,4.15,180838,10637520
KK Nagar,1934,28,3.0,2.0,5,Family,No,House,NoSewr ,Gravel,RM,3.6,3.1,2.3,2.93,261976,10915660
Chrompet,1055,72,1.0,1.0,3,AbNormal,Yes,House,AllPub,Paved,RM,3.5,4.8,3.8,4.11,160212,10013250
Chrompet,851,0,1.0,1.0,3,AbNormal,Yes,Others,ELO,Gravel,RM,2.7,3.2,2.4,2.81,173394,10199620
Chrompet,1118,176,1.0,1.0,3,Partial,Yes,House,NoSewr ,No Access,RH,2.6,4.4,3.9,3.71,40772,8154400
Karapakkam,1451,32,2.0,2.0,4,Partial,No,House,NoSeWa,No Access,I,3.0,2.8,5.0,3.74,98816,5489750
KK Nagar,2470,70,4.0,2.0,6,Family,No,House,AllPub,Paved,RL,4.2,4.0,4.4,4.22,151223,11632500
Chrompet,935,78,1.0,1.0,3,Partial,No,Commercial,AllPub,No Access,RL,4.6,4.9,3.1,4.27,154791,11056500
KK Nagar,2500,137,4.0,2.0,6,AbNormal,No,House,NoSewr ,Paved,RM,3.6,3.7,2.1,3.03,133250,12113600
Anna Nagar,1984,191,2.0,1.0,5,Partial,No,Commercial,NoSeWa,Gravel,RH,4.2,4.3,2.0,3.345,371776,20654230
Anna Nagar,1818,111,2.0,1.0,5,AdjLand,No,Others,AllPub,Gravel,RM,3.4,2.2,2.2,2.62,285488,15025660
Velachery,1741,109,2.0,1.0,4,AdjLand,No,Others,NoSewr ,No Access,RM,4.4,5.0,2.4,4.07,208834,10991250
Chrompet,1065,127,1.0,1.0,3,AdjLand,No,Others,NoSewr ,Paved,RL,3.2,2.5,2.3,2.65,26802,8934000
Chrompet,858,129,1.0,1.0,3,AdjLand,No,Commercial,NoSeWa,Gravel,RL,3.0,2.0,3.0,2.6,150768,11597500
Chrompet,702,14,1.0,1.0,2,AbNormal,No,House,AllPub,Paved,RH,3.6,2.7,3.6,3.24,90123,6437350
Karapakkam,613,27,1.0,1.0,2,Normal Sale,No,House,AllPub,Gravel,A,3.8,3.8,3.1,3.52,88094,4004250
Anna Nagar,1896,101,2.0,1.0,5,Normal Sale,No,Commercial,AllPub,Paved,RL,2.3,3.7,2.6,2.77,393009,20684660
Karapakkam,833,154,1.0,1.0,2,Normal Sale,No,Others,AllPub,No Access,A,2.2,4.5,4.4,3.77,58808,3267125
KK Nagar,2047,122,3.0,2.0,5,Family,No,Others,NoSewr ,Gravel,RM,3.9,2.2,3.4,3.19,272855,12402500
T Nagar,1579,94,1.0,1.0,4,Family,Yes,Commercial,AllPub,Gravel,RL,4.2,4.9,3.0,3.835,363362,19124310
Chrompet,988,53,1.0,1.0,3,Family,Yes,Commercial,AllPub,Paved,RH,4.9,3.3,3.3,3.78,180295,12019650
T Nagar,1667,60,1.0,1.0,4,Partial,Yes,Others,NoSeWa,No Access,RM,4.7,4.8,2.1,3.555,134760,13476000
Karapakkam,1184,29,1.0,1.0,3,Family,No,House,ELO,No Access,A,3.3,4.9,2.3,3.38,68279,3793250
Velachery,1733,0,2.0,1.0,4,AbNormal,No,Commercial,NoSeWa,No Access,A,3.3,3.7,2.3,3.18,88095,11011880
Chrompet,1106,139,1.0,1.0,3,Family,Yes,House,ELO,Gravel,RH,4.6,3.6,3.1,3.75,54041,9006900
KK Nagar,2058,48,4.0,2.0,6,Normal Sale,No,Commercial,NoSewr ,Gravel,RL,3.0,2.4,4.5,3.42,170769,17076900
Chrompet,1055,138,1.0,1.0,3,AbNormal,Yes,House,NoSeWa,No Access,RL,3.6,4.7,2.6,3.74,149583,8799000
T Nagar,1735,2,1.0,1.0,4,AdjLand,Yes,Others,ELO,No Access,RM,4.4,4.8,4.2,4.41,113743,14217890
Chrompet,809,37,1.0,1.0,3,AbNormal,No,House,AllPub,Paved,RL,2.4,4.7,2.4,3.32,29392,7347950
KK Nagar,1335,113,2.0,1.0,4,AbNormal,No,House,NoSewr ,Gravel,RL,4.0,2.1,4.9,3.79,207464,9020160
Karapakkam,652,128,1.0,1.0,2,Family,No,Others,AllPub,No Access,RL,3.1,2.3,2.7,2.7,40750,5093750
Chrompet,1095,131,1.0,1.0,3,Partial,Yes,Others,AllPub,Gravel,RM,2.1,3.5,2.5,2.78,67810,11301650
Karapakkam,1477,47,2.0,2.0,4,AdjLand,No,House,ELO,Paved,RH,2.6,3.2,4.5,3.54,169076,7685250
Velachery,1819,190,3.0,2.0,5,Partial,No,Others,NoSewr ,Paved,C,3.0,2.6,2.6,2.7,175985,8380250
T Nagar,1982,152,2.0,1.0,5,AdjLand,Yes,House,NoSewr ,Gravel,RM,2.7,5.0,4.9,4.265,111167,15880930
Anna Nagar,1599,29,1.0,1.0,4,Normal Sale,No,House,ELO,Gravel,RL,2.4,4.1,3.2,3.145,125307,11391530
Chrompet,941,34,1.0,1.0,3,AdjLand,No,Others,NoSewr ,Gravel,RM,4.1,3.6,3.8,3.81,77569,9696120
Chrompet,1198,113,1.0,1.0,3,AbNormal,No,House,NoSeWa,Paved,RM,2.8,4.5,2.2,3.3,81186,9020650
Adyar,967,194,1.0,1.0,3,Partial,Yes,Commercial,ELO,Paved,A,3.1,3.1,2.6,2.85,40034,10008525
Velachery,1637,155,2.0,1.0,4,AdjLand,Yes,Others,NoSeWa,Paved,RM,4.7,4.4,4.3,4.45,121298,12129780
Karapakkam,1678,147,2.0,2.0,4,Normal Sale,No,Others,NoSeWa,No Access,I,2.2,4.3,4.1,3.59,169138,6765500
Adyar,1023,8,1.0,1.0,3,AdjLand,No,Others,AllPub,Paved,I,4.7,3.9,4.8,4.59,8848,8847850
Karapakkam,774,78,1.0,1.0,2,Normal Sale,No,House,ELO,Gravel,C,2.9,4.3,2.0,2.96,86977,4577750
Chrompet,1032,153,1.0,1.0,3,Normal Sale,No,Commercial,NoSeWa,Gravel,RH,2.1,3.4,3.0,2.89,140159,11679950
Chrompet,889,149,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,Gravel,RM,4.6,4.2,3.0,3.96,100104,10010430
Karapakkam,974,97,1.0,1.0,3,Partial,No,House,NoSeWa,Paved,RL,4.1,3.3,2.5,3.22,123701,5890500
Karapakkam,790,73,1.0,1.0,2,AbNormal,Yes,House,ELO,Paved,RM,2.8,3.4,3.0,3.06,55348,6918500
Karapakkam,931,86,1.0,1.0,3,Family,No,House,ELO,Paved,I,4.7,5.0,4.9,[4.26666667 3.86666667 3.36666667 ... 3.8        4.16666667 3.63333333],82340,5146250
Adyar,659,110,1.0,1.0,2,Family,Yes,House,AllPub,Gravel,RH,4.7,3.0,3.6,3.81,7946,7945975
KK Nagar,2120,143,3.0,2.0,5,Partial,Yes,Commercial,AllPub,Gravel,RM,3.6,2.3,4.1,3.41,167438,18604220
Chrompet,843,142,1.0,1.0,3,Family,No,Others,NoSeWa,No Access,RL,3.9,3.7,2.0,3.25,44153,7358760
Chrompet,736,143,1.0,1.0,2,AbNormal,No,Commercial,NoSeWa,Gravel,RH,4.7,3.3,2.0,3.33,94356,9435600
Chrompet,1053,121,1.0,1.0,3,Family,Yes,House,NoSewr ,No Access,RH,3.0,3.4,4.7,3.67,117296,7819750
Velachery,1596,87,2.0,1.0,4,Partial,No,Commercial,ELO,Gravel,C,3.9,4.3,2.1,3.54,200584,12536520
Karapakkam,1368,108,2.0,2.0,4,Normal Sale,No,House,AllPub,No Access,I,2.4,2.1,2.7,2.43,103180,5430500
Anna Nagar,1544,26,1.0,1.0,4,AdjLand,No,Others,NoSeWa,Gravel,RM,3.3,3.4,3.0,3.205,105934,13241770
KK Nagar,1486,6,2.0,1.0,4,AbNormal,No,Commercial,NoSewr ,Paved,RH,3.4,4.9,3.1,3.73,213345,12549700
Chrompet,1285,40,2.0,1.0,4,AbNormal,No,Others,NoSewr ,No Access,RL,3.8,3.0,3.0,3.24,55908,9317950
Karapakkam,1501,156,2.0,2.0,4,Normal Sale,Yes,House,NoSewr ,Gravel,C,2.4,3.9,4.3,3.61,123692,7730750
KK Nagar,2218,162,3.0,2.0,5,AdjLand,No,Others,NoSewr ,Gravel,RL,3.6,4.9,2.4,3.51,152775,12731260
Chrompet,1117,133,1.0,1.0,3,Normal Sale,Yes,House,NoSewr ,No Access,RM,4.8,2.0,3.8,3.38,49356,9871100
Anna Nagar,1561,142,1.0,1.0,4,AbNormal,No,House,NoSewr ,Paved,RL,2.7,5.0,2.9,3.355,203861,11325590
Karapakkam,792,183,1.0,1.0,2,Family,No,Others,ELO,Gravel,C,3.8,3.7,2.2,3.13,90626,4315500
Adyar,1212,48,2.0,2.0,4,AbNormal,No,House,NoSewr ,Paved,RH,4.2,4.1,4.6,4.38,98544,8958560
T Nagar,1977,155,2.0,1.0,5,AbNormal,No,House,ELO,No Access,RL,2.9,3.0,2.6,2.79,194143,12133960
Anna Nagar,1965,156,2.0,1.0,5,Partial,No,Commercial,NoSewr ,Gravel,RM,4.4,4.5,4.5,4.465,199958,22217590
Karapakkam,775,29,1.0,1.0,2,Normal Sale,No,House,NoSewr ,Paved,RH,4.2,3.6,3.6,3.78,59775,4981250
Chrompet,892,155,1.0,1.0,3,AdjLand,Yes,Others,ELO,No Access,RL,3.1,3.8,3.2,3.41,111387,8568240
KK Nagar,1696,83,2.0,1.0,4,AbNormal,No,Others,NoSewr ,Paved,RH,4.0,2.5,4.3,3.67,232591,9303620
Chrompet,833,173,1.0,1.0,3,Partial,No,Commercial,NoSeWa,Paved,RH,4.3,2.0,2.0,2.69,138468,9890550
Karapakkam,541,15,1.0,1.0,2,Normal Sale,Yes,Others,NoSewr ,No Access,RL,3.9,3.0,4.6,3.91,89931,5995375
KK Nagar,1414,9,2.0,1.0,4,Normal Sale,Yes,Others,NoSewr ,Gravel,RH,2.4,4.7,5.0,4.13,247973,10332200
Velachery,1966,35,3.0,2.0,5,AbNormal,No,Commercial,AllPub,Paved,RH,2.2,2.7,2.7,2.58,238492,15899450
Chrompet,704,127,1.0,1.0,2,Partial,Yes,Others,NoSeWa,No Access,RM,2.5,2.6,5.0,3.29,31080,7769980
Chrompet,871,2,1.0,1.0,3,AbNormal,No,Others,NoSewr ,Gravel,RM,4.0,3.6,4.4,3.96,65903,9414770
KK Nagar,1380,81,2.0,1.0,4,Normal Sale,Yes,Others,AllPub,Gravel,RM,2.6,4.2,3.8,3.56,262219,11400820
T Nagar,1885,113,2.0,1.0,5,Normal Sale,No,Commercial,ELO,No Access,RM,2.4,4.0,3.5,3.295,370852,20602870
Karapakkam,916,176,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,Paved,A,2.8,3.8,4.6,3.82,76836,5488250
Chrompet,1115,39,1.0,1.0,3,Partial,No,Commercial,NoSeWa,Paved,RL,3.7,4.7,3.5,4.04,48726,12181500
Chrompet,919,34,1.0,1.0,3,AdjLand,No,Commercial,AllPub,Paved,RH,2.9,4.5,3.7,3.78,102029,11336600
Karapakkam,883,115,1.0,1.0,2,Partial,No,Others,NoSewr ,No Access,C,4.9,4.4,4.2,4.47,52642,4049375
KK Nagar,2065,29,3.0,2.0,5,AdjLand,Yes,House,AllPub,Gravel,RM,4.2,3.7,2.7,3.45,117300,13033360
Velachery,1869,106,3.0,2.0,5,Normal Sale,No,Others,AllPub,Gravel,RL,2.5,2.2,4.2,2.88,176766,11784400
Velachery,1625,181,2.0,1.0,4,AdjLand,No,Commercial,AllPub,Paved,RH,2.7,3.0,5.0,3.53,241365,14197950
Karapakkam,537,186,1.0,1.0,2,Partial,Yes,House,NoSewr ,Paved,RH,3.1,4.9,4.9,4.36,74648,5332000
Velachery,1534,189,2.0,1.0,4,AdjLand,Yes,House,NoSeWa,No Access,RM,2.2,2.7,4.3,3.06,106204,9654890
Chrompet,1082,0,1.0,1.0,3,Partial,Yes,House,NoSewr ,Gravel,RL,3.9,2.6,4.4,3.53,126527,9732850
Chrompet,1279,143,2.0,1.0,4,AdjLand,No,Others,ELO,Gravel,RM,3.2,3.1,4.7,3.61,67443,11240430
T Nagar,1544,197,1.0,1.0,4,Normal Sale,No,House,AllPub,No Access,RM,4.6,3.1,3.0,3.505,115667,11566670
Chrompet,1101,78,1.0,1.0,3,Family,Yes,Commercial,NoSewr ,Paved,RL,4.1,4.1,2.7,3.68,136757,13675700
Karapakkam,1230,93,1.0,1.0,3,Family,No,Others,ELO,Paved,A,4.5,2.4,4.9,4.03,103284,5436000
Karapakkam,956,79,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,C,3.6,3.7,3.3,3.51,176784,7686250
Karapakkam,552,49,1.0,1.0,2,AdjLand,Yes,Others,ELO,Paved,C,2.2,2.3,4.6,3.19,84068,5254250
Chrompet,925,50,1.0,1.0,3,Normal Sale,Yes,Others,NoSewr ,No Access,RL,3.8,4.0,4.7,4.15,77249,8583250
Anna Nagar,1822,122,2.0,1.0,5,AdjLand,Yes,House,NoSewr ,Gravel,RM,3.4,4.0,4.3,3.91,147272,14727220
T Nagar,1781,190,1.0,1.0,4,AdjLand,Yes,Commercial,AllPub,No Access,RH,4.2,2.1,3.9,3.54,284046,20288980
Anna Nagar,1628,4,1.0,1.0,4,AbNormal,No,Others,ELO,Gravel,RL,2.5,4.2,5.0,3.925,78530,13088250
KK Nagar,1736,188,2.0,1.0,4,Partial,Yes,House,NoSewr ,Gravel,RL,2.1,2.6,3.5,2.81,116843,10622100
KK Nagar,2016,31,3.0,2.0,5,AdjLand,No,House,NoSewr ,Gravel,RL,2.1,4.0,4.4,3.59,125125,11374960
Adyar,779,98,1.0,1.0,2,AdjLand,No,Others,AllPub,Gravel,A,2.2,2.5,2.3,2.31,18440,6146755
Chrompet,1217,123,2.0,1.0,4,Partial,Yes,House,NoSeWa,Gravel,RM,4.3,3.9,4.8,4.29,139335,10718100
Velachery,1601,36,2.0,1.0,4,Partial,Yes,Commercial,NoSeWa,Paved,I,2.0,2.5,3.8,2.77,260538,13026890
Karapakkam,1201,34,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,Paved,C,2.3,4.7,2.8,3.22,133077,9505500
Karapakkam,579,88,1.0,1.0,2,Family,No,House,AllPub,Gravel,RH,4.4,2.5,3.4,3.43,51386,5709500
KK Nagar,2289,66,4.0,2.0,6,Family,No,Commercial,NoSewr ,Gravel,RM,4.3,4.3,4.1,4.22,390114,18576840
Adyar,1023,67,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Paved,I,3.0,2.9,2.3,2.63,9013,9012665
KK Nagar,1900,87,3.0,2.0,5,Partial,Yes,Commercial,NoSewr ,Paved,RM,2.7,4.0,2.2,2.89,394428,16434500
Chrompet,807,59,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,Paved,RM,2.0,4.0,3.5,3.25,46650,9330090
T Nagar,1653,164,1.0,1.0,4,Family,Yes,Commercial,ELO,No Access,RM,2.0,2.9,2.1,2.27,304041,19002540
KK Nagar,1452,90,2.0,1.0,4,AbNormal,Yes,Others,AllPub,Paved,RL,2.2,3.5,2.1,2.55,93399,10377680
T Nagar,1934,63,2.0,1.0,5,Normal Sale,No,Commercial,AllPub,No Access,RM,2.1,2.0,2.8,2.39,343163,21447680
Velachery,1972,141,3.0,2.0,5,Family,No,House,AllPub,Gravel,RM,4.0,2.0,4.3,3.19,91802,11475260
Anna Nagar,1606,160,1.0,1.0,4,Normal Sale,No,House,ELO,No Access,RM,4.6,3.0,3.2,3.64,103103,11455900
T Nagar,1908,30,2.0,1.0,5,Partial,No,Commercial,ELO,Paved,RL,3.0,4.2,4.3,3.885,203980,20398010
Chrompet,741,32,1.0,1.0,2,AbNormal,No,Commercial,ELO,No Access,RH,3.0,5.0,2.0,3.5,41293,8258600
Adyar,734,131,1.0,1.0,2,AdjLand,Yes,Commercial,AllPub,Gravel,C,3.6,2.5,4.0,3.58,20436,10217940
T Nagar,1504,146,1.0,1.0,4,Partial,Yes,Commercial,ELO,No Access,RH,2.9,2.5,4.2,3.385,282122,16595430
Chrompet,1121,44,1.0,1.0,3,AdjLand,No,House,ELO,No Access,RH,2.1,4.8,2.6,3.33,93093,7161000
Anna Nagar,1979,80,2.0,1.0,5,Family,Yes,House,ELO,No Access,RL,4.2,3.4,3.4,3.68,220189,12952300
Karapakkam,1105,137,1.0,1.0,3,AdjLand,Yes,Commercial,AllPub,No Access,I,2.6,4.1,3.9,3.57,98304,8936750
Velachery,1528,176,2.0,1.0,4,Family,No,Others,ELO,Gravel,A,4.2,4.3,5.0,4.49,56688,7085950
Anna Nagar,1712,51,1.0,1.0,4,AbNormal,Yes,Others,NoSeWa,No Access,RH,3.6,2.9,2.5,2.985,62494,12498810
Adyar,955,145,1.0,1.0,3,AbNormal,No,Others,ELO,Paved,RM,2.1,2.5,4.5,3.38,19105,9552295
Chrompet,802,3,1.0,1.0,3,Normal Sale,No,Others,ELO,Gravel,RL,3.8,3.5,2.3,3.23,24068,8022740
Karapakkam,701,82,1.0,1.0,2,Partial,Yes,House,NoSeWa,No Access,A,4.1,4.8,2.8,3.79,60568,3785500
Karapakkam,1418,175,2.0,2.0,4,Normal Sale,Yes,Others,NoSeWa,No Access,C,2.3,3.6,4.8,3.69,72113,6555750
Adyar,1155,150,1.0,1.0,3,Family,No,Commercial,ELO,No Access,RM,2.3,2.3,5.0,3.65,134681,13468145
Chrompet,1061,147,1.0,1.0,3,Normal Sale,Yes,House,NoSewr ,Gravel,RM,2.4,3.9,3.1,3.21,152360,10157300
KK Nagar,2258,52,4.0,2.0,6,Normal Sale,No,Commercial,NoSeWa,Paved,RL,2.6,4.6,4.5,3.96,312232,17346200
Chrompet,947,145,1.0,1.0,3,AbNormal,No,House,NoSeWa,Gravel,RM,2.3,4.0,3.4,3.31,90606,9060600
KK Nagar,1868,26,3.0,2.0,5,AbNormal,Yes,Others,AllPub,Gravel,RL,2.4,4.6,2.1,2.94,192697,12043540
T Nagar,1713,150,1.0,1.0,4,AdjLand,No,Others,AllPub,No Access,RL,2.2,3.2,2.7,2.675,203738,12733640
Chrompet,886,153,1.0,1.0,3,Partial,No,Commercial,NoSeWa,Paved,RH,3.5,4.9,3.4,4.03,93189,10354350
KK Nagar,2122,2,3.0,2.0,5,AbNormal,No,Commercial,NoSewr ,Paved,RM,3.8,2.8,4.6,3.82,308801,17155600
Karapakkam,980,148,1.0,1.0,3,AbNormal,No,Others,NoSewr ,Paved,RH,3.2,4.2,4.3,3.94,68030,6184500
Anna Nagar,1916,15,2.0,1.0,5,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,4.3,2.9,2.5,3.23,444749,23407860
KK Nagar,2079,112,3.0,2.0,5,AdjLand,No,Commercial,NoSewr ,Gravel,RM,3.8,2.2,3.9,3.36,228721,17593940
Karapakkam,1377,112,2.0,2.0,4,Normal Sale,No,House,ELO,Paved,I,4.0,4.7,2.3,3.53,115905,6100250
KK Nagar,2363,169,4.0,2.0,6,Family,No,Commercial,NoSewr ,Gravel,RL,3.5,4.9,4.6,4.36,184572,18457180
Karapakkam,1568,142,2.0,2.0,4,Family,Yes,House,ELO,Gravel,I,3.7,2.7,2.6,2.96,62516,7814500
Adyar,1210,95,2.0,2.0,4,AdjLand,Yes,Others,NoSewr ,Paved,RH,2.9,4.8,3.9,3.78,67362,11226950
Karapakkam,1179,153,1.0,1.0,3,AdjLand,No,House,AllPub,No Access,I,2.6,4.2,2.1,2.88,99862,5874250
Adyar,822,30,1.0,1.0,3,AbNormal,Yes,House,NoSewr ,Gravel,RM,2.9,4.9,3.3,3.5,48442,9688485
Chrompet,1235,177,2.0,1.0,4,AdjLand,No,House,ELO,No Access,RH,4.1,4.1,4.4,4.19,127987,7999200
T Nagar,1735,116,1.0,1.0,4,AdjLand,Yes,Commercial,NoSewr ,Gravel,RM,2.9,3.8,4.6,3.89,283017,21770500
Chrompet,745,182,1.0,1.0,2,AbNormal,Yes,House,AllPub,Paved,RH,4.5,4.9,3.4,4.33,38093,7618500
Chrompet,794,160,1.0,1.0,2,Family,No,House,AllPub,Gravel,RH,2.0,3.3,2.5,2.67,47336,6762300
T Nagar,1979,61,2.0,1.0,5,AbNormal,Yes,Commercial,NoSeWa,Paved,RL,3.2,4.9,4.1,4.03,227261,22726060
T Nagar,1641,163,1.0,1.0,4,Normal Sale,Yes,Others,NoSewr ,Paved,RL,2.3,4.4,2.7,3.005,79533,13255480
Velachery,1718,57,2.0,1.0,4,Family,No,Commercial,AllPub,No Access,A,2.2,3.0,2.9,2.77,250190,11913820
Chrompet,706,53,1.0,1.0,2,AbNormal,Yes,Others,NoSeWa,Paved,RH,2.1,2.7,2.9,2.58,114716,7169720
Adyar,728,52,1.0,1.0,2,Normal Sale,No,Commercial,AllPub,Paved,I,2.2,2.7,2.2,2.3,27283,9094300
Velachery,1948,19,3.0,2.0,5,AbNormal,No,House,NoSewr ,Gravel,C,3.9,3.1,4.1,3.6,62920,8988520
T Nagar,1863,188,2.0,1.0,5,Family,No,Others,NoSeWa,Gravel,RL,4.3,4.9,2.5,3.64,250422,13912330
Anna Nagar,1849,144,2.0,1.0,5,Normal Sale,Yes,Commercial,AllPub,Paved,RH,4.0,4.6,4.5,4.35,379879,21104380
Velachery,1528,143,2.0,1.0,4,AdjLand,No,Others,AllPub,No Access,C,3.4,3.6,4.7,3.88,63061,7882680
Anna Nagar,1979,171,2.0,1.0,5,Partial,Yes,Others,AllPub,Paved,RH,3.1,3.2,4.2,3.565,190542,14657040
KK Nagar,1639,154,2.0,1.0,4,AdjLand,Yes,Others,NoSeWa,Paved,RL,3.8,4.5,4.4,4.25,99873,11097000
Karapakkam,796,20,1.0,1.0,2,Partial,Yes,Others,ELO,Gravel,A,2.1,4.0,3.0,3.03,110124,4788000
Chrompet,794,190,1.0,1.0,2,AdjLand,Yes,House,AllPub,No Access,RM,3.6,2.4,2.0,2.64,42741,8548150
Adyar,748,116,1.0,1.0,2,Partial,Yes,Others,AllPub,Paved,C,2.7,3.0,4.7,3.76,78925,7174975
Chrompet,1278,34,2.0,1.0,4,AbNormal,No,Others,NoSeWa,Gravel,RL,2.5,4.3,4.8,3.91,137457,10573610
Adyar,838,35,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,No Access,RH,3.5,3.6,4.3,3.92,100152,8346035
KK Nagar,2459,186,4.0,2.0,6,AbNormal,Yes,House,NoSeWa,Paved,RH,2.4,3.1,3.7,3.13,222618,11716760
Karapakkam,1358,2,2.0,2.0,4,Normal Sale,Yes,House,NoSewr ,Gravel,C,4.4,3.7,2.8,3.55,171120,7130000
Karapakkam,731,60,1.0,1.0,2,Partial,No,Others,ELO,Paved,RM,3.4,4.4,4.3,4.06,146823,6117625
Adyar,973,15,1.0,1.0,3,Family,Yes,Commercial,NoSewr ,Gravel,A,3.9,4.2,2.8,3.41,164687,10979125
Anna Nagar,1757,113,1.0,1.0,4,Family,No,Others,NoSeWa,Paved,RM,2.1,3.9,3.0,2.91,190899,13635670
Anna Nagar,1995,121,2.0,1.0,5,Family,Yes,Others,NoSeWa,No Access,RH,5.0,2.9,2.2,3.355,167080,13923340
Chrompet,870,83,1.0,1.0,3,AdjLand,No,House,ELO,No Access,RL,4.8,3.9,3.3,3.99,36175,7234950
Chrompet,1035,90,1.0,1.0,3,Partial,No,Others,NoSeWa,No Access,RM,2.3,3.5,3.2,3.05,24823,8274200
KK Nagar,2205,74,3.0,2.0,5,AbNormal,No,Commercial,AllPub,Paved,RH,2.8,3.8,4.6,3.82,230628,16473460
Chrompet,709,112,1.0,1.0,2,AdjLand,No,Commercial,AllPub,Gravel,RM,4.4,2.0,3.3,3.11,78614,11230600
Karapakkam,1206,57,1.0,1.0,3,Normal Sale,No,Others,ELO,No Access,I,3.4,2.4,4.9,3.7,97788,5752250
Adyar,685,39,1.0,1.0,2,Normal Sale,Yes,Others,AllPub,Gravel,A,4.1,2.5,3.0,3.23,13961,6980335
Anna Nagar,1690,98,1.0,1.0,4,AdjLand,No,Commercial,NoSewr ,No Access,RM,2.4,2.9,3.5,2.965,288908,19260550
Adyar,786,156,1.0,1.0,2,Family,No,House,NoSewr ,Paved,RH,3.7,2.0,4.1,3.56,14090,7044865
Chrompet,1136,139,1.0,1.0,3,Family,No,House,NoSewr ,Paved,RL,3.6,4.5,3.7,3.99,129839,8655900
Chrompet,1268,166,2.0,1.0,4,Family,No,Commercial,NoSewr ,No Access,RM,4.9,2.1,2.0,2.91,139829,13982900
Karapakkam,1012,139,1.0,1.0,3,AbNormal,Yes,Others,ELO,Gravel,I,4.2,3.0,2.5,3.16,160695,6986750
Chrompet,1198,41,1.0,1.0,3,AbNormal,Yes,Commercial,ELO,No Access,RL,3.6,2.3,2.8,2.84,180593,13891800
Karapakkam,1152,78,1.0,1.0,3,Normal Sale,Yes,House,ELO,No Access,RH,2.3,4.2,3.8,3.47,152172,6340500
Chrompet,1034,58,1.0,1.0,3,AbNormal,No,Commercial,NoSeWa,No Access,RM,2.4,4.1,4.9,3.83,48214,12053400
T Nagar,1869,143,2.0,1.0,5,AbNormal,Yes,Commercial,NoSewr ,No Access,RM,3.6,2.5,3.6,3.325,191548,21283130
Chrompet,773,184,1.0,1.0,2,AbNormal,Yes,House,NoSeWa,Paved,RM,3.0,2.2,2.3,2.47,61774,8824900
KK Nagar,2273,121,4.0,2.0,6,AbNormal,No,House,AllPub,Gravel,RL,4.0,3.1,2.3,3.05,262911,11950520
